id;premises;target_sentence;conclusion;gold_label;item_id;context_condition;target_variant;response_option
exp1_25_na_n_d_cannot_say;Vor vier Wochen hat Karl vor Tina einen lustigen Sketch aufgefuhrt.;Vor zwei Wochen hat Karl wieder einen lustigen Sketch gesehen, als er auf einem Comedyfestival gewesen ist.;Es lässt sich nicht sagen, wie oft Karl einen lustigen Sketch gesehen hat.;neutral;25;neutral;a;cannot say
exp1_25_nb_p_f_once;Vor vier Wochen hat Karl vor Tina einen lustigen Sketch aufgefuhrt.;Vor zwei Wochen hat Tina wieder einen lustigen Sketch dargeboten, als sie auf einem Comedyfestival gewesen ist.;Tina hat einmal einen lustigen Sketch dargeboten.;entailment;25;positive;b;once
exp1_25_nb_p_f_twice;Vor vier Wochen hat Karl vor Tina einen lustigen Sketch aufgefuhrt.;Vor zwei Wochen hat Tina wieder einen lustigen Sketch dargeboten, als sie auf einem Comedyfestival gewesen ist.;Tina hat mindestens zweimal einen lustigen Sketch dargeboten.;neutral;25;positive;b;twice
exp1_25_nb_p_f_cannot_say;Vor vier Wochen hat Karl vor Tina einen lustigen Sketch aufgefuhrt.;Vor zwei Wochen hat Tina wieder einen lustigen Sketch dargeboten, als sie auf einem Comedyfestival gewesen ist.;Es lässt sich nicht sagen, wie oft Tina einen lustigen Sketch dargeboten hat.;neutral;25;positive;b;cannot say
exp1_25_nb_n_d_once;Vor vier Wochen hat Karl vor Tina einen lustigen Sketch aufgefuhrt.;Vor zwei Wochen hat Karl wieder einen lustigen Sketch dargeboten, als er auf einem Comedyfestival gewesen ist.;Karl hat einmal einen lustigen Sketch dargeboten.;neutral;25;neutral;b;once
exp1_25_nb_n_d_twice;Vor vier Wochen hat Karl vor Tina einen lustigen Sketch aufgefuhrt.;Vor zwei Wochen hat Karl wieder einen lustigen Sketch dargeboten, als er auf einem Comedyfestival gewesen ist.;Karl hat mindestens zweimal einen lustigen Sketch dargeboten.;entailment;25;neutral;b;twice
exp1_25_nb_n_d_cannot_say;Vor vier Wochen hat Karl vor Tina einen lustigen Sketch aufgefuhrt.;Vor zwei Wochen hat Karl wieder einen lustigen Sketch dargeboten, als er auf einem Comedyfestival gewesen ist.;Es lässt sich nicht sagen, wie oft Karl einen lustigen Sketch dargeboten hat.;neutral;25;neutral;b;cannot say
exp1_26_pa_p_f_once;Vorletzten Monat hat Sabine Tina eine neue Gitarrensaite besorgt.;Vor drei Tagen hat Tina wieder eine neue Gitarrensaite erhalten, als sie mit einem Freund einkaufen war.;Tina hat einmal eine neue Gitarrensaite erhalten.;neutral;26;positive;a;once
exp1_26_pa_p_f_twice;Vorletzten Monat hat Sabine Tina eine neue Gitarrensaite besorgt.;Vor drei Tagen hat Tina wieder eine neue Gitarrensaite erhalten, als sie mit einem Freund einkaufen war.;Tina hat mindestens zweimal eine neue Gitarrensaite erhalten.;entailment;26;positive;a;twice
exp1_26_pa_p_f_cannot_say;Vorletzten Monat hat Sabine Tina eine neue Gitarrensaite besorgt.;Vor drei Tagen hat Tina wieder eine neue Gitarrensaite erhalten, als sie mit einem Freund einkaufen war.;Es lässt sich nicht sagen, wie oft Tina eine neue Gitarrensaite erhalten hat.;neutral;26;positive;a;cannot say
exp1_26_pa_n_d_once;Vorletzten Monat hat Sabine Tina eine neue Gitarrensaite besorgt.;Vor drei Tagen hat Sabine wieder eine neue Gitarrensaite erhalten, als sie mit einem Freund einkaufen war.;Sabine hat einmal eine neue Gitarrensaite erhalten.;entailment;26;neutral;a;once
exp1_26_pa_n_d_twice;Vorletzten Monat hat Sabine Tina eine neue Gitarrensaite besorgt.;Vor drei Tagen hat Sabine wieder eine neue Gitarrensaite erhalten, als sie mit einem Freund einkaufen war.;Sabine hat mindestens zweimal eine neue Gitarrensaite erhalten.;neutral;26;neutral;a;twice
exp1_26_pa_n_d_cannot_say;Vorletzten Monat hat Sabine Tina eine neue Gitarrensaite besorgt.;Vor drei Tagen hat Sabine wieder eine neue Gitarrensaite erhalten, als sie mit einem Freund einkaufen war.;Es lässt sich nicht sagen, wie oft Sabine eine neue Gitarrensaite erhalten hat.;neutral;26;neutral;a;cannot say
exp1_26_pb_p_f_once;Vorletzten Monat hat Sabine Tina eine neue Gitarrensaite besorgt.;Vor drei Tagen hat Tina wieder eine neue Gitarrensaite gekauft, als sie mit einem Freund einkaufen war.;Tina hat einmal eine neue Gitarrensaite gekauft.;neutral;26;positive;b;once
exp1_26_pb_p_f_twice;Vorletzten Monat hat Sabine Tina eine neue Gitarrensaite besorgt.;Vor drei Tagen hat Tina wieder eine neue Gitarrensaite gekauft, als sie mit einem Freund einkaufen war.;Tina hat mindestens zweimal eine neue Gitarrensaite gekauft.;entailment;26;positive;b;twice
exp1_26_pb_p_f_cannot_say;Vorletzten Monat hat Sabine Tina eine neue Gitarrensaite besorgt.;Vor drei Tagen hat Tina wieder eine neue Gitarrensaite gekauft, als sie mit einem Freund einkaufen war.;Es lässt sich nicht sagen, wie oft Tina eine neue Gitarrensaite gekauft hat.;neutral;26;positive;b;cannot say
exp1_26_pb_n_d_once;Vorletzten Monat hat Sabine Tina eine neue Gitarrensaite besorgt.;Vor drei Tagen hat Sabine wieder eine neue Gitarrensaite gekauft, als sie mit einem Freund einkaufen war.;Sabine hat einmal eine neue Gitarrensaite gekauft.;entailment;26;neutral;b;once
exp1_26_pb_n_d_twice;Vorletzten Monat hat Sabine Tina eine neue Gitarrensaite besorgt.;Vor drei Tagen hat Sabine wieder eine neue Gitarrensaite gekauft, als sie mit einem Freund einkaufen war.;Sabine hat mindestens zweimal eine neue Gitarrensaite gekauft.;neutral;26;neutral;b;twice
exp1_26_pb_n_d_cannot_say;Vorletzten Monat hat Sabine Tina eine neue Gitarrensaite besorgt.;Vor drei Tagen hat Sabine wieder eine neue Gitarrensaite gekauft, als sie mit einem Freund einkaufen war.;Es lässt sich nicht sagen, wie oft Sabine eine neue Gitarrensaite gekauft hat.;neutral;26;neutral;b;cannot say
exp1_26_na_p_f_once;Vorletzten Monat hat Tina Sabine eine neue Gitarrensaite besorgt.;Vor drei Tagen hat Sabine wieder eine neue Gitarrensaite erhalten, als sie mit einem Freund einkaufen war.;Sabine hat einmal eine neue Gitarrensaite erhalten.;entailment;26;positive;a;once
exp1_26_na_p_f_twice;Vorletzten Monat hat Tina Sabine eine neue Gitarrensaite besorgt.;Vor drei Tagen hat Sabine wieder eine neue Gitarrensaite erhalten, als sie mit einem Freund einkaufen war.;Sabine hat mindestens zweimal eine neue Gitarrensaite erhalten.;neutral;26;positive;a;twice
exp1_26_na_p_f_cannot_say;Vorletzten Monat hat Tina Sabine eine neue Gitarrensaite besorgt.;Vor drei Tagen hat Sabine wieder eine neue Gitarrensaite erhalten, als sie mit einem Freund einkaufen war.;Es lässt sich nicht sagen, wie oft Sabine eine neue Gitarrensaite erhalten hat.;neutral;26;positive;a;cannot say
exp1_26_na_n_d_once;Vorletzten Monat hat Tina Sabine eine neue Gitarrensaite besorgt.;Vor drei Tagen hat Tina wieder eine neue Gitarrensaite erhalten, als sie mit einem Freund einkaufen war.;Tina hat einmal eine neue Gitarrensaite erhalten.;neutral;26;neutral;a;once
exp1_26_na_n_d_twice;Vorletzten Monat hat Tina Sabine eine neue Gitarrensaite besorgt.;Vor drei Tagen hat Tina wieder eine neue Gitarrensaite erhalten, als sie mit einem Freund einkaufen war.;Tina hat mindestens zweimal eine neue Gitarrensaite erhalten.;entailment;26;neutral;a;twice
exp1_26_na_n_d_cannot_say;Vorletzten Monat hat Tina Sabine eine neue Gitarrensaite besorgt.;Vor drei Tagen hat Tina wieder eine neue Gitarrensaite erhalten, als sie mit einem Freund einkaufen war.;Es lässt sich nicht sagen, wie oft Tina eine neue Gitarrensaite erhalten hat.;neutral;26;neutral;a;cannot say
exp1_26_nb_p_f_once;Vorletzten Monat hat Tina Sabine eine neue Gitarrensaite besorgt.;Vor drei Tagen hat Sabine wieder eine neue Gitarrensaite gekauft, als sie mit einem Freund einkaufen war.;Sabine hat einmal eine neue Gitarrensaite gekauft.;entailment;26;positive;b;once
exp1_26_nb_p_f_twice;Vorletzten Monat hat Tina Sabine eine neue Gitarrensaite besorgt.;Vor drei Tagen hat Sabine wieder eine neue Gitarrensaite gekauft, als sie mit einem Freund einkaufen war.;Sabine hat mindestens zweimal eine neue Gitarrensaite gekauft.;neutral;26;positive;b;twice
exp1_26_nb_p_f_cannot_say;Vorletzten Monat hat Tina Sabine eine neue Gitarrensaite besorgt.;Vor drei Tagen hat Sabine wieder eine neue Gitarrensaite gekauft, als sie mit einem Freund einkaufen war.;Es lässt sich nicht sagen, wie oft Sabine eine neue Gitarrensaite gekauft hat.;neutral;26;positive;b;cannot say
exp1_26_nb_n_d_once;Vorletzten Monat hat Tina Sabine eine neue Gitarrensaite besorgt.;Vor drei Tagen hat Tina wieder eine neue Gitarrensaite gekauft, als sie mit einem Freund einkaufen war.;Tina hat einmal eine neue Gitarrensaite gekauft.;neutral;26;neutral;b;once
exp1_26_nb_n_d_twice;Vorletzten Monat hat Tina Sabine eine neue Gitarrensaite besorgt.;Vor drei Tagen hat Tina wieder eine neue Gitarrensaite gekauft, als sie mit einem Freund einkaufen war.;Tina hat mindestens zweimal eine neue Gitarrensaite gekauft.;entailment;26;neutral;b;twice
exp1_26_nb_n_d_cannot_say;Vorletzten Monat hat Tina Sabine eine neue Gitarrensaite besorgt.;Vor drei Tagen hat Tina wieder eine neue Gitarrensaite gekauft, als sie mit einem Freund einkaufen war.;Es lässt sich nicht sagen, wie oft Tina eine neue Gitarrensaite gekauft hat.;neutral;26;neutral;b;cannot say
exp1_27_pa_p_f_once;Letzten Monat hat Sabine Thorsten ein schweres Paket gebracht.;Vor einer Woche hat Thorsten wieder ein schweres Paket entgegengenommen, wahrend er an eine Geburtstagsparty gedacht hat.;Thorsten hat einmal ein schweres Paket entgegengenommen.;neutral;27;positive;a;once
exp1_27_pa_p_f_twice;Letzten Monat hat Sabine Thorsten ein schweres Paket gebracht.;Vor einer Woche hat Thorsten wieder ein schweres Paket entgegengenommen, wahrend er an eine Geburtstagsparty gedacht hat.;Thorsten hat mindestens zweimal ein schweres Paket entgegengenommen.;entailment;27;positive;a;twice
exp1_27_pa_p_f_cannot_say;Letzten Monat hat Sabine Thorsten ein schweres Paket gebracht.;Vor einer Woche hat Thorsten wieder ein schweres Paket entgegengenommen, wahrend er an eine Geburtstagsparty gedacht hat.;Es lässt sich nicht sagen, wie oft Thorsten ein schweres Paket entgegengenommen hat.;neutral;27;positive;a;cannot say
exp1_27_pa_n_d_once;Letzten Monat hat Sabine Thorsten ein schweres Paket gebracht.;Vor einer Woche hat Sabine wieder ein schweres Paket entgegengenommen, wahrend sie an eine Geburtstagsparty gedacht hat.;Sabine hat einmal ein schweres Paket entgegengenommen.;entailment;27;neutral;a;once
exp1_27_pa_n_d_twice;Letzten Monat hat Sabine Thorsten ein schweres Paket gebracht.;Vor einer Woche hat Sabine wieder ein schweres Paket entgegengenommen, wahrend sie an eine Geburtstagsparty gedacht hat.;Sabine hat mindestens zweimal ein schweres Paket entgegengenommen.;neutral;27;neutral;a;twice
exp1_27_pa_n_d_cannot_say;Letzten Monat hat Sabine Thorsten ein schweres Paket gebracht.;Vor einer Woche hat Sabine wieder ein schweres Paket entgegengenommen, wahrend sie an eine Geburtstagsparty gedacht hat.;Es lässt sich nicht sagen, wie oft Sabine ein schweres Paket entgegengenommen hat.;neutral;27;neutral;a;cannot say
exp1_27_pb_p_f_once;Letzten Monat hat Sabine Thorsten ein schweres Paket gebracht.;Vor einer Woche hat Thorsten wieder ein schweres Paket abgegeben, wahrend er an eine Geburtstagsparty gedacht hat.;Thorsten hat einmal ein schweres Paket abgegeben.;neutral;27;positive;b;once
exp1_27_pb_p_f_twice;Letzten Monat hat Sabine Thorsten ein schweres Paket gebracht.;Vor einer Woche hat Thorsten wieder ein schweres Paket abgegeben, wahrend er an eine Geburtstagsparty gedacht hat.;Thorsten hat mindestens zweimal ein schweres Paket abgegeben.;entailment;27;positive;b;twice
exp1_27_pb_p_f_cannot_say;Letzten Monat hat Sabine Thorsten ein schweres Paket gebracht.;Vor einer Woche hat Thorsten wieder ein schweres Paket abgegeben, wahrend er an eine Geburtstagsparty gedacht hat.;Es lässt sich nicht sagen, wie oft Thorsten ein schweres Paket abgegeben hat.;neutral;27;positive;b;cannot say
exp1_27_pb_n_d_once;Letzten Monat hat Sabine Thorsten ein schweres Paket gebracht.;Vor einer Woche hat Sabine wieder ein schweres Paket abgegeben, wahrend sie an eine Geburtstagsparty gedacht hat.;Sabine hat einmal ein schweres Paket abgegeben.;entailment;27;neutral;b;once
exp1_27_pb_n_d_twice;Letzten Monat hat Sabine Thorsten ein schweres Paket gebracht.;Vor einer Woche hat Sabine wieder ein schweres Paket abgegeben, wahrend sie an eine Geburtstagsparty gedacht hat.;Sabine hat mindestens zweimal ein schweres Paket abgegeben.;neutral;27;neutral;b;twice
exp1_27_pb_n_d_cannot_say;Letzten Monat hat Sabine Thorsten ein schweres Paket gebracht.;Vor einer Woche hat Sabine wieder ein schweres Paket abgegeben, wahrend sie an eine Geburtstagsparty gedacht hat.;Es lässt sich nicht sagen, wie oft Sabine ein schweres Paket abgegeben hat.;neutral;27;neutral;b;cannot say
exp1_27_na_p_f_once;Letzten Monat hat Thorsten Sabine ein schweres Paket gebracht.;Vor einer Woche hat Sabine wieder ein schweres Paket entgegengenommen, wahrend sie an eine Geburtstagsparty gedacht hat.;Sabine hat einmal ein schweres Paket entgegengenommen.;entailment;27;positive;a;once
exp1_27_na_p_f_twice;Letzten Monat hat Thorsten Sabine ein schweres Paket gebracht.;Vor einer Woche hat Sabine wieder ein schweres Paket entgegengenommen, wahrend sie an eine Geburtstagsparty gedacht hat.;Sabine hat mindestens zweimal ein schweres Paket entgegengenommen.;neutral;27;positive;a;twice
exp1_27_na_p_f_cannot_say;Letzten Monat hat Thorsten Sabine ein schweres Paket gebracht.;Vor einer Woche hat Sabine wieder ein schweres Paket entgegengenommen, wahrend sie an eine Geburtstagsparty gedacht hat.;Es lässt sich nicht sagen, wie oft Sabine ein schweres Paket entgegengenommen hat.;neutral;27;positive;a;cannot say
exp1_27_na_n_d_once;Letzten Monat hat Thorsten Sabine ein schweres Paket gebracht.;Vor einer Woche hat Thorsten wieder ein schweres Paket entgegengenommen, wahrend er an eine Geburtstagsparty gedacht hat.;Thorsten hat einmal ein schweres Paket entgegengenommen.;neutral;27;neutral;a;once
exp1_27_na_n_d_twice;Letzten Monat hat Thorsten Sabine ein schweres Paket gebracht.;Vor einer Woche hat Thorsten wieder ein schweres Paket entgegengenommen, wahrend er an eine Geburtstagsparty gedacht hat.;Thorsten hat mindestens zweimal ein schweres Paket entgegengenommen.;entailment;27;neutral;a;twice
exp1_27_na_n_d_cannot_say;Letzten Monat hat Thorsten Sabine ein schweres Paket gebracht.;Vor einer Woche hat Thorsten wieder ein schweres Paket entgegengenommen, wahrend er an eine Geburtstagsparty gedacht hat.;Es lässt sich nicht sagen, wie oft Thorsten ein schweres Paket entgegengenommen hat.;neutral;27;neutral;a;cannot say
exp1_27_nb_p_f_once;Letzten Monat hat Thorsten Sabine ein schweres Paket gebracht.;Vor einer Woche hat Sabine wieder ein schweres Paket abgegeben, wahrend sie an eine Geburtstagsparty gedacht hat.;Sabine hat einmal ein schweres Paket abgegeben.;entailment;27;positive;b;once
exp1_27_nb_p_f_twice;Letzten Monat hat Thorsten Sabine ein schweres Paket gebracht.;Vor einer Woche hat Sabine wieder ein schweres Paket abgegeben, wahrend sie an eine Geburtstagsparty gedacht hat.;Sabine hat mindestens zweimal ein schweres Paket abgegeben.;neutral;27;positive;b;twice
exp1_27_nb_p_f_cannot_say;Letzten Monat hat Thorsten Sabine ein schweres Paket gebracht.;Vor einer Woche hat Sabine wieder ein schweres Paket abgegeben, wahrend sie an eine Geburtstagsparty gedacht hat.;Es lässt sich nicht sagen, wie oft Sabine ein schweres Paket abgegeben hat.;neutral;27;positive;b;cannot say
exp1_27_nb_n_d_once;Letzten Monat hat Thorsten Sabine ein schweres Paket gebracht.;Vor einer Woche hat Thorsten wieder ein schweres Paket abgegeben, wahrend er an eine Geburtstagsparty gedacht hat.;Thorsten hat einmal ein schweres Paket abgegeben.;neutral;27;neutral;b;once
exp1_27_nb_n_d_twice;Letzten Monat hat Thorsten Sabine ein schweres Paket gebracht.;Vor einer Woche hat Thorsten wieder ein schweres Paket abgegeben, wahrend er an eine Geburtstagsparty gedacht hat.;Thorsten hat mindestens zweimal ein schweres Paket abgegeben.;entailment;27;neutral;b;twice
exp1_27_nb_n_d_cannot_say;Letzten Monat hat Thorsten Sabine ein schweres Paket gebracht.;Vor einer Woche hat Thorsten wieder ein schweres Paket abgegeben, wahrend er an eine Geburtstagsparty gedacht hat.;Es lässt sich nicht sagen, wie oft Thorsten ein schweres Paket abgegeben hat.;neutral;27;neutral;b;cannot say
exp1_28_pa_p_f_once;Letztes Jahr hat Sabine Karl einen guten Wein per Post geschickt.;Vor zwei Monaten hat Karl wieder einen guten Wein empfangen, weil er bei einem Weinhandler eingekauft hat.;Karl hat einmal einen guten Wein empfangen.;neutral;28;positive;a;once
exp1_28_pa_p_f_twice;Letztes Jahr hat Sabine Karl einen guten Wein per Post geschickt.;Vor zwei Monaten hat Karl wieder einen guten Wein empfangen, weil er bei einem Weinhandler eingekauft hat.;Karl hat mindestens zweimal einen guten Wein empfangen.;entailment;28;positive;a;twice
exp1_28_pa_p_f_cannot_say;Letztes Jahr hat Sabine Karl einen guten Wein per Post geschickt.;Vor zwei Monaten hat Karl wieder einen guten Wein empfangen, weil er bei einem Weinhandler eingekauft hat.;Es lässt sich nicht sagen, wie oft Karl einen guten Wein empfangen hat.;neutral;28;positive;a;cannot say
exp1_28_pa_n_d_once;Letztes Jahr hat Sabine Karl einen guten Wein per Post geschickt.;Vor zwei Monaten hat Sabine wieder einen guten Wein empfangen, weil sie bei einem Weinhandler eingekauft hat.;Sabine hat einmal einen guten Wein empfangen.;entailment;28;neutral;a;once
exp1_28_pa_n_d_twice;Letztes Jahr hat Sabine Karl einen guten Wein per Post geschickt.;Vor zwei Monaten hat Sabine wieder einen guten Wein empfangen, weil sie bei einem Weinhandler eingekauft hat.;Sabine hat mindestens zweimal einen guten Wein empfangen.;neutral;28;neutral;a;twice
exp1_28_pa_n_d_cannot_say;Letztes Jahr hat Sabine Karl einen guten Wein per Post geschickt.;Vor zwei Monaten hat Sabine wieder einen guten Wein empfangen, weil sie bei einem Weinhandler eingekauft hat.;Es lässt sich nicht sagen, wie oft Sabine einen guten Wein empfangen hat.;neutral;28;neutral;a;cannot say
exp1_28_pb_p_f_once;Letztes Jahr hat Sabine Karl einen guten Wein per Post geschickt.;Vor zwei Monaten hat Karl wieder einen guten Wein versendet, weil er bei einem Weinhandler eingekauft hat.;Karl hat einmal einen guten Wein versendet.;neutral;28;positive;b;once
exp1_28_pb_p_f_twice;Letztes Jahr hat Sabine Karl einen guten Wein per Post geschickt.;Vor zwei Monaten hat Karl wieder einen guten Wein versendet, weil er bei einem Weinhandler eingekauft hat.;Karl hat mindestens zweimal einen guten Wein versendet.;entailment;28;positive;b;twice
